"","auth_id","pub_id"
"2553","0000-0002-0061-2715",213
"2554","0000-0001-5317-8492",109
"2555","0000-0001-5317-8492",109
"2556","0000-0001-5317-8492",110
"2557","0000-0001-5317-8492",110
"2558","309",209
"2559","310",131
"2560","0000-0001-8482-7897",111
"2561","0000-0001-8482-7897",111
"2562","311",112
"2563","0000-0002-7523-1589",94
"2564","0000-0002-7523-1589",94
"2565","0000-0002-7523-1589",75
"2566","0000-0002-7523-1589",75
"2567","312",181
"2568","0000-0003-0724-7826",130
"2569","0000-0003-4042-8952",180
"2570","313",176
"2571","0000-0002-5251-2943",NA
"2572","0000-0002-4341-0064",149
"2573","314",55
"2574","315",127
"2575","316",37
"2576","317",116
"2577","318",129
"2578","319",207
"2579","320",3
"2580","0000-0001-8745-4272",24
"2581","0000-0002-0475-1106",127
"2582","0000-0001-8482-7897",154
"2583","0000-0001-8482-7897",154
"2584","0000-0001-8846-0615",113
"2585","321",64
"2586","322",63
"2587","0000-0001-5601-1583",13
"2588","0000-0003-0615-146X",113
"2589","0000-0002-0525-4582",131
"2590","0000-0001-7323-0526",117
"2591","0000-0001-7323-0526",117
"2592","0000-0001-7323-0526",117
"2593","0000-0001-7323-0526",117
"2594","323",218
"2595","324",225
"2596","325",73
"2597","326",72
"2598","327",83
"2599","328",71
"2600","0000-0001-8502-8712",59
"2601","0000-0001-8502-8712",59
"2602","0000-0001-8502-8712",113
"2603","0000-0001-8502-8712",113
"2604","329",105
"2605","0000-0003-1936-7219",97
"2606","0000-0003-0227-2272",127
"2607","0009-0001-8395-8278",178
"2608","330",15
"2609","0000-0001-6947-3605",163
"2610","0000-0001-8163-094",41
"2611","0000-0002-9598-2996",118
"2612","0000-0002-5593-8210",118
"2613","0000-0002-2828-4397",163
"2614","0000-0002-5547-5084",174
"2615","0000-0002-5547-5084",174
"2616","0000-0002-5547-5084",44
"2617","0000-0002-5547-5084",44
"2618","331",120
"2619","332",120
"2620","333",36
"2621","334",127
"2622","335",103
"2623","0000-0002-6455-4075",89
"2624","0000-0001-6738-5556",91
"2625","0000-0001-6738-5556",91
"2626","0000-0001-6738-5556",121
"2627","0000-0001-6738-5556",121
"2628","336",131
"2629","337",127
"2630","338",2
"2631","339",112
"2632","0000-0001-8688-5708",131
"2633","340",NA
"2634","0000-0002-5546-9610",37
"2635","0000-0002-6721-3284",122
"2636","0000-0002-6721-3284",122
"2637","0000-0002-6721-3284",NA
"2638","0000-0002-6721-3284",NA
"2639","0000-0003-2198-1381",123
"2640","341",NA
"2641","342",171
"2642","343",NA
"2643","0000-0002-8837-0035",NA
"2644","0000-0001-6916-0000",208
"2645","344",171
"2646","345",210
"2647","346",128
"2648","0000-0001-7041-7387",127
"2649","347",47
"2650","348",144
"2651","349",99
"2652","350",108
"2653","0000-0002-8053-9668",177
"2654","0000-0002-8053-9668",177
"2655","0000-0002-8053-9668",177
"2656","0000-0002-8053-9668",177
"2657","0000-0002-8053-9668",177
"2658","0000-0002-8053-9668",177
"2659","0000-0002-8053-9668",166
"2660","0000-0002-8053-9668",166
"2661","0000-0002-8053-9668",166
"2662","0000-0002-8053-9668",166
"2663","0000-0002-8053-9668",166
"2664","0000-0002-8053-9668",166
"2665","351",125
"2666","0000-0002-8053-9668",124
"2667","0000-0002-8053-9668",124
"2668","0000-0002-8053-9668",124
"2669","0000-0002-8053-9668",124
"2670","0000-0002-8053-9668",124
"2671","0000-0002-8053-9668",124
"2672","0000-0002-8053-9668",225
"2673","0000-0002-8053-9668",225
"2674","0000-0002-8053-9668",225
"2675","0000-0002-8053-9668",225
"2676","0000-0002-8053-9668",225
"2677","0000-0002-8053-9668",225
"2678","0000-0002-8053-9668",189
"2679","0000-0002-8053-9668",189
"2680","0000-0002-8053-9668",189
"2681","0000-0002-8053-9668",189
"2682","0000-0002-8053-9668",189
"2683","0000-0002-8053-9668",189
"2684","0000-0002-8053-9668",168
"2685","0000-0002-8053-9668",168
"2686","0000-0002-8053-9668",168
"2687","0000-0002-8053-9668",168
"2688","0000-0002-8053-9668",168
"2689","0000-0002-8053-9668",168
"2690","352",178
"2691","353",96
"2692","354",150
"2693","0000-0003-4668-9803",126
"2694","0000-0003-4668-9803",126
"2695","0000-0003-4668-9803",98
"2696","0000-0003-4668-9803",98
"2697","0000-0002-1349-8026",127
"2698","0000-0002-1349-8026",127
"2699","0000-0002-1349-8026",2
"2700","0000-0002-1349-8026",2
"2701","355",203
"2702","356",127
"2703","357",64
"2704","0000-0003-3065-7700",63
"2705","358",156
"2706","359",155
"2707","360",128
"2708","361",129
"2709","362",96
"2710","363",150
"2711","0000-0003-3903-303X",96
"2712","0000-0003-3903-303X",96
"2713","0000-0003-3903-303X",150
"2714","0000-0003-3903-303X",150
"2715","0000-0001-5825-4431",NA
"2716","364",181
"2717","365",182
"2718","366",130
"2719","0000-0002-6032-5611",53
"2720","0000-0003-0332-4580",131
"2721","367",174
"2722","368",44
"2723","369",184
"2724","370",185
"2725","371",186
"2726","0000-0002-4676-9320",NA
"2727","0000-0002-4676-9320",NA
"2728","0000-0002-4676-9320",NA
"2729","0000-0002-4676-9320",26
"2730","0000-0002-4676-9320",26
"2731","0000-0002-4676-9320",26
"2732","0000-0002-4676-9320",198
"2733","0000-0002-4676-9320",198
"2734","0000-0002-4676-9320",198
"2735","372",114
"2736","0000-0002-3047-0172",17
"2737","0000-0002-9635-1272",112
"2738","0000-0001-9461-5249",116
"2739","0000-0002-2479-703X",116
"2740","373",22
"2741","374",126
"2742","375",NA
"2743","0000-0003-3639-9570",133
"2744","0000-0003-3639-9570",133
"2745","0000-0003-3639-9570",133
"2746","0000-0003-3639-9570",133
"2747","0000-0003-3639-9570",133
"2748","0000-0003-3639-9570",NA
"2749","0000-0003-3639-9570",NA
"2750","0000-0003-3639-9570",NA
"2751","0000-0003-3639-9570",NA
"2752","0000-0003-3639-9570",NA
"2753","0000-0003-3639-9570",132
"2754","0000-0003-3639-9570",132
"2755","0000-0003-3639-9570",132
"2756","0000-0003-3639-9570",132
"2757","0000-0003-3639-9570",132
"2758","0000-0003-3639-9570",131
"2759","0000-0003-3639-9570",131
"2760","0000-0003-3639-9570",131
"2761","0000-0003-3639-9570",131
"2762","0000-0003-3639-9570",131
"2763","0000-0003-3639-9570",1
"2764","0000-0003-3639-9570",1
"2765","0000-0003-3639-9570",1
"2766","0000-0003-3639-9570",1
"2767","0000-0003-3639-9570",1
"2768","376",NA
"2769","0000-0002-2815-9262",65
"2770","0000-0002-9818-9344",NA
"2771","0000-0002-8523-0483",186
"2772","377",155
"2773","378",171
"2774","379",134
"2775","380",135
"2776","0000-0003-1681-516X",211
"2777","381",146
"2778","382",129
"2779","0000-0002-1643-8803",136
"2780","0000-0002-1170-0550",122
"2781","0000-0003-3458-9215",85
"2782","0000-0003-3458-9215",85
"2783","0000-0003-3458-9215",137
"2784","0000-0003-3458-9215",137
"2785","0000-0003-1291-9316",64
"2786","0000-0003-1291-9316",64
"2787","0000-0003-1291-9316",63
"2788","0000-0003-1291-9316",63
"2789","383",93
"2790","0000-0003-4925-9059",174
"2791","0000-0003-4925-9059",174
"2792","0000-0003-4925-9059",44
"2793","0000-0003-4925-9059",44
"2794","384",51
"2795","385",152
"2796","0000-0002-5221-2107",155
"2797","386",158
"2798","387",NA
"2799","388",66
"2800","0000-0003-2740-8308",94
"2801","389",123
"2802","390",NA
"2803","0000-0001-9724-6725",100
"2804","0000-0001-9724-6725",100
"2805","0000-0001-9724-6725",101
"2806","0000-0001-9724-6725",101
"2807","391",99
"2808","392",127
"2809","393",2
"2810","0000-0002-3483-4148",40
"2811","394",156
"2812","0000-0002-1585-8275",153
"2813","0000-0002-0468-6420",178
"2814","0000-0002-0468-6420",178
"2815","0000-0002-0468-6420",178
"2816","0000-0002-0468-6420",178
"2817","0000-0002-0468-6420",178
"2818","0000-0002-0468-6420",178
"2819","0000-0002-0468-6420",178
"2820","395",127
"2821","0000-0003-3248-1761",171
"2822","0000-0003-3248-1761",171
"2823","0000-0003-3248-1761",171
"2824","0000-0003-3248-1761",171
"2825","0000-0003-3248-1761",171
"2826","0000-0003-3248-1761",205
"2827","0000-0003-3248-1761",205
"2828","0000-0003-3248-1761",205
"2829","0000-0003-3248-1761",205
"2830","0000-0003-3248-1761",205
"2831","0000-0003-3248-1761",176
"2832","0000-0003-3248-1761",176
"2833","0000-0003-3248-1761",176
"2834","0000-0003-3248-1761",176
"2835","0000-0003-3248-1761",176
"2836","0000-0003-3248-1761",105
"2837","0000-0003-3248-1761",105
"2838","0000-0003-3248-1761",105
"2839","0000-0003-3248-1761",105
"2840","0000-0003-3248-1761",105
"2841","0000-0003-3248-1761",210
"2842","0000-0003-3248-1761",210
"2843","0000-0003-3248-1761",210
"2844","0000-0003-3248-1761",210
"2845","0000-0003-3248-1761",210
"2846","0000-0002-9806-3231",NA
"2847","0000-0001-8739-2542",169
"2848","0000-0001-8739-2542",169
"2849","0000-0001-8739-2542",169
"2850","0000-0001-8739-2542",169
"2851","0000-0001-8739-2542",138
"2852","0000-0001-8739-2542",138
"2853","0000-0001-8739-2542",138
"2854","0000-0001-8739-2542",138
"2855","396",32
"2856","0000-0002-5482-6620",127
"2857","0000-0003-1255-2876",NA
"2858","0000-0003-1255-2876",NA
"2859","0000-0003-1255-2876",131
"2860","0000-0003-1255-2876",131
"2861","0000-0002-6786-8117",NA
"2862","0000-0002-5115-5884",65
"2863","397",210
"2864","398",171
"2865","399",223
"2866","400",142
"2867","401",141
"2868","402",225
"2869","403",140
"2870","404",112
"2871","0000-0002-8655-5204",174
"2872","0000-0002-8655-5204",174
"2873","0000-0002-8655-5204",44
"2874","0000-0002-8655-5204",44
"2875","0000-0002-5223-8112",41
"2876","405",105
"2877","0000-0002-5301-9659",11
"2878","0000-0002-5301-9659",11
"2879","0000-0002-5301-9659",11
"2880","0000-0002-5301-9659",11
"2881","0000-0002-5301-9659",11
"2882","0000-0002-5301-9659",60
"2883","0000-0002-5301-9659",60
"2884","0000-0002-5301-9659",60
"2885","0000-0002-5301-9659",60
"2886","0000-0002-5301-9659",60
"2887","0000-0002-5301-9659",147
"2888","0000-0002-5301-9659",147
"2889","0000-0002-5301-9659",147
"2890","0000-0002-5301-9659",147
"2891","0000-0002-5301-9659",147
"2892","0000-0002-5301-9659",NA
"2893","0000-0002-5301-9659",NA
"2894","0000-0002-5301-9659",NA
"2895","0000-0002-5301-9659",NA
"2896","0000-0002-5301-9659",NA
"2897","406",61
"2898","0000-0002-5301-9659",10
"2899","0000-0002-5301-9659",10
"2900","0000-0002-5301-9659",10
"2901","0000-0002-5301-9659",10
"2902","0000-0002-5301-9659",10
"2903","407",43
"2904","0000-0001-7365-2382",NA
"2905","0000-0001-7365-2382",NA
"2906","0000-0001-7365-2382",NA
"2907","0000-0001-7365-2382",NA
"2908","0000-0001-7365-2382",220
"2909","0000-0001-7365-2382",220
"2910","0000-0001-7365-2382",220
"2911","0000-0001-7365-2382",220
"2912","0000-0001-7365-2382",221
"2913","0000-0001-7365-2382",221
"2914","0000-0001-7365-2382",221
"2915","0000-0001-7365-2382",221
"2916","0000-0001-7365-2382",8
"2917","0000-0001-7365-2382",8
"2918","0000-0001-7365-2382",8
"2919","0000-0001-7365-2382",8
"2920","408",22
"2921","409",145
"2922","410",144
"2923","0000-0002-8833-3592",187
"2924","0000-0002-8833-3592",187
"2925","0000-0002-8833-3592",184
"2926","0000-0002-8833-3592",184
"2927","0000-0002-4072-181X",84
"2928","0000-0002-4072-181X",84
"2929","0000-0002-4072-181X",84
"2930","0000-0002-4072-181X",NA
"2931","0000-0002-4072-181X",NA
"2932","0000-0002-4072-181X",NA
"2933","0000-0002-4072-181X",122
"2934","0000-0002-4072-181X",122
"2935","0000-0002-4072-181X",122
"2936","0000-0003-0987-6060",147
"2937","0000-0002-1488-9475",189
"2938","0000-0002-1488-9475",189
"2939","0000-0002-1488-9475",178
"2940","0000-0002-1488-9475",178
"2941","0000-0002-6447-6986",41
"2942","411",46
"2943","0000-0001-5210-1709",113
"2944","412",186
"2945","413",NA
"2946","0000-0003-3984-895X",148
"2947","0000-0001-6533-6179",NA
"2948","414",107
"2949","0000-0001-6313-9884",142
"2950","0000-0001-6313-9884",142
"2951","0000-0001-6313-9884",142
"2952","0000-0001-6313-9884",142
"2953","0000-0001-6313-9884",142
"2954","415",141
"2955","0000-0001-6313-9884",225
"2956","0000-0001-6313-9884",225
"2957","0000-0001-6313-9884",225
"2958","0000-0001-6313-9884",225
"2959","0000-0001-6313-9884",225
"2960","0000-0001-6313-9884",140
"2961","0000-0001-6313-9884",140
"2962","0000-0001-6313-9884",140
"2963","0000-0001-6313-9884",140
"2964","0000-0001-6313-9884",140
"2965","0000-0001-6313-9884",27
"2966","0000-0001-6313-9884",27
"2967","0000-0001-6313-9884",27
"2968","0000-0001-6313-9884",27
"2969","0000-0001-6313-9884",27
"2970","0000-0001-6313-9884",99
"2971","0000-0001-6313-9884",99
"2972","0000-0001-6313-9884",99
"2973","0000-0001-6313-9884",99
"2974","0000-0001-6313-9884",99
"2975","416",93
"2976","417",23
"2977","0000-0001-9928-8275",9
"2978","418",61
"2979","419",127
"2980","0000-0003-4328-0199",28
"2981","0000-0003-1021-7820",13
"2982","0000-0001-7789-5779",96
"2983","0000-0001-7789-5779",96
"2984","0000-0001-7789-5779",96
"2985","0000-0001-7789-5779",NA
"2986","0000-0001-7789-5779",NA
"2987","0000-0001-7789-5779",NA
"2988","420",151
"2989","0000-0001-7789-5779",150
"2990","0000-0001-7789-5779",150
"2991","0000-0001-7789-5779",150
"2992","0000-0002-9793-0110",154
"2993","0000-0003-0106-7437",1
"2994","0000-0002-8176-2044",152
"2995","421",31
"2996","422",205
"2997","423",176
"2998","424",105
"2999","0000-0002-3050-7692",65
"3000","0000-0001-8964-730X",153
"3001","425",69
"3002","426",70
"3003","427",71
"3004","428",171
"3005","0000-0001-7086-2990",210
"3006","0000-0002-7228-1628",20
"3007","429",220
"3008","430",146
"3009","0000-0002-2977-5040",211
"3010","0000-0003-3639-7831",129
"3011","431",129
"3012","0000-0001-7973-1647",NA
"3013","0000-0002-6715-7905",116
"3014","0000-0001-8339-2510",61
"3015","432",31
"3016","433",2
"3017","0000-0002-4817-6625",14
"3018","0000-0002-4817-6625",14
"3019","0000-0002-4817-6625",14
"3020","0000-0002-4817-6625",15
"3021","0000-0002-4817-6625",15
"3022","0000-0002-4817-6625",15
"3023","0000-0002-4817-6625",20
"3024","0000-0002-4817-6625",20
"3025","0000-0002-4817-6625",20
"3026","0000-0002-3002-819X",154
"3027","434",105
"3028","0000-0002-8588-0865",110
"3029","0000-0001-8218-1797",156
"3030","0000-0001-8218-1797",156
"3031","0000-0001-8218-1797",115
"3032","0000-0001-8218-1797",115
"3033","0000-0002-7259-7374",155
"3034","0000-0002-7259-7374",155
"3035","0000-0002-7259-7374",155
"3036","0000-0002-7259-7374",156
"3037","0000-0002-7259-7374",156
"3038","0000-0002-7259-7374",156
"3039","0000-0002-7259-7374",139
"3040","0000-0002-7259-7374",139
"3041","0000-0002-7259-7374",139
"3042","435",22
"3043","0000-0001-5761-6779",68
"3044","0000-0001-5761-6779",68
"3045","0000-0001-5761-6779",NA
"3046","0000-0001-5761-6779",NA
"3047","0000-0002-5633-1314",41
"3048","436",157
"3049","0000-0003-4555-3162",NA
"3050","0000-0003-4555-3162",NA
"3051","0000-0003-4555-3162",NA
"3052","0000-0003-4555-3162",NA
"3053","0000-0003-4555-3162",NA
"3054","0000-0003-4555-3162",NA
"3055","0000-0003-4555-3162",155
"3056","0000-0003-4555-3162",155
"3057","0000-0003-4555-3162",155
"3058","0000-0003-4555-3162",155
"3059","0000-0003-4555-3162",155
"3060","0000-0003-4555-3162",155
"3061","0000-0003-4555-3162",156
"3062","0000-0003-4555-3162",156
"3063","0000-0003-4555-3162",156
"3064","0000-0003-4555-3162",156
"3065","0000-0003-4555-3162",156
"3066","0000-0003-4555-3162",156
"3067","0000-0003-4555-3162",139
"3068","0000-0003-4555-3162",139
"3069","0000-0003-4555-3162",139
"3070","0000-0003-4555-3162",139
"3071","0000-0003-4555-3162",139
"3072","0000-0003-4555-3162",139
"3073","0000-0003-4555-3162",115
"3074","0000-0003-4555-3162",115
"3075","0000-0003-4555-3162",115
"3076","0000-0003-4555-3162",115
"3077","0000-0003-4555-3162",115
"3078","0000-0003-4555-3162",115
"3079","0000-0003-4555-3162",35
"3080","0000-0003-4555-3162",35
"3081","0000-0003-4555-3162",35
"3082","0000-0003-4555-3162",35
"3083","0000-0003-4555-3162",35
"3084","0000-0003-4555-3162",35
"3085","437",80
"3086","438",209
"3087","439",158
"3088","0000-0002-9113-2978",162
"3089","0000-0001-9612-8532",122
"3090","440",8
"3091","441",190
"3092","442",159
"3093","0000-0003-3978-9662",62
"3094","443",135
"3095","444",160
"3096","445",NA
"3097","446",181
"3098","447",130
"3099","0000-0003-2831-4389",55
"3100","448",NA
"3101","0000-0003-3849-5064",161
"3102","0000-0003-3849-5064",161
"3103","0000-0003-3849-5064",84
"3104","0000-0003-3849-5064",84
"3105","0000-0003-1622-0545",162
"3106","449",192
"3107","0000-0001-8688-115X",184
"3108","0000-0002-5655-8201",174
"3109","0000-0001-5095-1478",80
"3110","0000-0002-9868-7896",163
"3111","0000-0003-2369-540X",197
"3112","0000-0001-7942-8998",22
"3113","450",174
"3114","451",13
"3115","0000-0001-8706-9825",89
"3116","0000-0002-5478-5291",164
"3117","452",127
"3118","0000-0002-4396-2432",105
"3119","453",49
"3120","0009-0000-3215-8716",30
"3121","0000-0001-9163-5607",115
"3122","454",165
"3123","0000-0003-2622-3459",91
"3124","455",159
"3125","456",180
"3126","0000-0002-1927-0970",116
"3127","0000-0002-1927-0970",116
"3128","0000-0002-8004-3486",51
"3129","0000-0002-8004-3486",51
"3130","0000-0002-8004-3486",172
"3131","0000-0002-8004-3486",172
"3132","457",113
"3133","0000-0001-9423-0816",113
"3134","458",4
"3135","459",NA
"3136","0000-0003-3117-7477",26
"3137","460",114
"3138","461",102
"3139","0009-0001-1248-9590",NA
"3140","462",86
"3141","0000-0002-1216-0285",87
"3142","0000-0002-1216-0285",87
"3143","0000-0002-1216-0285",87
"3144","0000-0002-1216-0285",87
"3145","463",197
"3146","464",72
"3147","465",189
"3148","466",100
"3149","0000-0002-1216-0285",24
"3150","0000-0002-1216-0285",24
"3151","0000-0002-1216-0285",24
"3152","0000-0002-1216-0285",24
"3153","467",195
"3154","468",167
"3155","0000-0002-1216-0285",166
"3156","0000-0002-1216-0285",166
"3157","0000-0002-1216-0285",166
"3158","0000-0002-1216-0285",166
"3159","469",169
"3160","470",168
"3161","471",71
"3162","0000-0002-1216-0285",178
"3163","0000-0002-1216-0285",178
"3164","0000-0002-1216-0285",178
"3165","0000-0002-1216-0285",178
"3166","472",27
"3167","473",170
"3168","474",129
"3169","475",61
"3170","0000-0001-5913-2073",171
"3171","476",175
"3172","477",81
"3173","478",190
"3174","479",109
"3175","480",18
"3176","0000-0003-0510-0513",45
"3177","0000-0001-5096-6549",209
"3178","481",49
"3179","0000-0003-0540-9940",126
"3180","482",113
"3181","483",158
"3182","0000-0003-1117-9993",NA
"3183","0000-0001-8292-1759",173
"3184","0000-0002-1059-0847",174
"3185","0000-0002-1059-0847",174
"3186","0000-0002-1059-0847",44
"3187","0000-0002-1059-0847",44
"3188","0000-0003-0319-0578",210
"3189","0000-0002-9077-7088",NA
"3190","0000-0003-3586-2383",175
"3191","0000-0003-3586-2383",175
"3192","0000-0003-3586-2383",53
"3193","0000-0003-3586-2383",53
"3194","484",16
"3195","0000-0003-3062-8053",78
"3196","0000-0002-5696-9967",176
"3197","485",127
"3198","0000-0003-4849-5084",127
"3199","486",145
"3200","0000-0002-0430-1922",189
"3201","0000-0002-0430-1922",189
"3202","0000-0002-0430-1922",178
"3203","0000-0002-0430-1922",178
"3204","487",186
"3205","0000-0003-0166-3626",41
"3206","488",113
"3207","489",165
"3208","0000-0001-6272-1100",58
"3209","0000-0001-6272-1100",58
"3210","0000-0001-6272-1100",58
"3211","0000-0001-6272-1100",64
"3212","0000-0001-6272-1100",64
"3213","0000-0001-6272-1100",64
"3214","0000-0001-6272-1100",63
"3215","0000-0001-6272-1100",63
"3216","0000-0001-6272-1100",63
"3217","490",4
"3218","491",181
"3219","492",130
"3220","493",31
"3221","0000-0003-1807-2785",105
"3222","494",61
"3223","495",56
"3224","496",114
"3225","0000-0002-1003-2650",225
"3226","0000-0002-1003-2650",225
"3227","0000-0002-1003-2650",225
"3228","0000-0002-1003-2650",225
"3229","0000-0002-1003-2650",225
"3230","0000-0002-1003-2650",225
"3231","0000-0002-1003-2650",225
"3232","0000-0002-1003-2650",225
"3233","0000-0002-1003-2650",189
"3234","0000-0002-1003-2650",189
"3235","0000-0002-1003-2650",189
"3236","0000-0002-1003-2650",189
"3237","0000-0002-1003-2650",189
"3238","0000-0002-1003-2650",189
"3239","0000-0002-1003-2650",189
"3240","0000-0002-1003-2650",189
"3241","0000-0002-1003-2650",178
"3242","0000-0002-1003-2650",178
"3243","0000-0002-1003-2650",178
"3244","0000-0002-1003-2650",178
"3245","0000-0002-1003-2650",178
"3246","0000-0002-1003-2650",178
"3247","0000-0002-1003-2650",178
"3248","0000-0002-1003-2650",178
"3249","0000-0002-1003-2650",213
"3250","0000-0002-1003-2650",213
"3251","0000-0002-1003-2650",213
"3252","0000-0002-1003-2650",213
"3253","0000-0002-1003-2650",213
"3254","0000-0002-1003-2650",213
"3255","0000-0002-1003-2650",213
"3256","0000-0002-1003-2650",213
"3257","0000-0002-1003-2650",83
"3258","0000-0002-1003-2650",83
"3259","0000-0002-1003-2650",83
"3260","0000-0002-1003-2650",83
"3261","0000-0002-1003-2650",83
"3262","0000-0002-1003-2650",83
"3263","0000-0002-1003-2650",83
"3264","0000-0002-1003-2650",83
"3265","0000-0002-1003-2650",73
"3266","0000-0002-1003-2650",73
"3267","0000-0002-1003-2650",73
"3268","0000-0002-1003-2650",73
"3269","0000-0002-1003-2650",73
"3270","0000-0002-1003-2650",73
"3271","0000-0002-1003-2650",73
"3272","0000-0002-1003-2650",73
"3273","0000-0002-1003-2650",72
"3274","0000-0002-1003-2650",72
"3275","0000-0002-1003-2650",72
"3276","0000-0002-1003-2650",72
"3277","0000-0002-1003-2650",72
"3278","0000-0002-1003-2650",72
"3279","0000-0002-1003-2650",72
"3280","0000-0002-1003-2650",72
"3281","0000-0002-1003-2650",71
"3282","0000-0002-1003-2650",71
"3283","0000-0002-1003-2650",71
"3284","0000-0002-1003-2650",71
"3285","0000-0002-1003-2650",71
"3286","0000-0002-1003-2650",71
"3287","0000-0002-1003-2650",71
"3288","0000-0002-1003-2650",71
"3289","0000-0001-5917-4126",180
"3290","0000-0001-5917-4126",180
"3291","0000-0001-5917-4126",80
"3292","0000-0001-5917-4126",80
"3293","497",113
"3294","498",181
"3295","0000-0001-6848-1881",182
"3296","0000-0001-6848-1881",182
"3297","0000-0001-6848-1881",130
"3298","0000-0001-6848-1881",130
"3299","0000-0002-1151-060X",98
"3300","499",127
"3301","500",73
"3302","501",71
"3303","502",73
"3304","0000-0003-3170-2999",187
"3305","0000-0003-3170-2999",187
"3306","0000-0003-3170-2999",184
"3307","0000-0003-3170-2999",184
"3308","0000-0003-1862-0649",192
"3309","0000-0002-7459-4978",9
"3310","0000-0002-9650-2210",101
"3311","0000-0002-9650-2210",101
"3312","0000-0002-9650-2210",101
"3313","0000-0002-9650-2210",101
"3314","0000-0002-9650-2210",101
"3315","0000-0002-9650-2210",73
"3316","0000-0002-9650-2210",73
"3317","0000-0002-9650-2210",73
"3318","0000-0002-9650-2210",73
"3319","0000-0002-9650-2210",73
"3320","0000-0002-9650-2210",72
"3321","0000-0002-9650-2210",72
"3322","0000-0002-9650-2210",72
"3323","0000-0002-9650-2210",72
"3324","0000-0002-9650-2210",72
"3325","0000-0002-9650-2210",100
"3326","0000-0002-9650-2210",100
"3327","0000-0002-9650-2210",100
"3328","0000-0002-9650-2210",100
"3329","0000-0002-9650-2210",100
"3330","0000-0002-9650-2210",71
"3331","0000-0002-9650-2210",71
"3332","0000-0002-9650-2210",71
"3333","0000-0002-9650-2210",71
"3334","0000-0002-9650-2210",71
"3335","0000-0003-1106-8580",84
"3336","0000-0003-1106-8580",84
"3337","0000-0003-1106-8580",161
"3338","0000-0003-1106-8580",161
"3339","503",202
"3340","0000-0002-7278-708X",202
"3341","504",48
"3342","505",210
"3343","506",46
"3344","507",62
"3345","0000-0002-1564-6547",4
"3346","0000-0002-1564-6547",4
"3347","0000-0002-1564-6547",4
"3348","0000-0002-1564-6547",4
"3349","0000-0002-1564-6547",4
"3350","0000-0002-1564-6547",4
"3351","0000-0002-1564-6547",187
"3352","0000-0002-1564-6547",187
"3353","0000-0002-1564-6547",187
"3354","0000-0002-1564-6547",187
"3355","0000-0002-1564-6547",187
"3356","0000-0002-1564-6547",187
"3357","0000-0002-1564-6547",184
"3358","0000-0002-1564-6547",184
"3359","0000-0002-1564-6547",184
"3360","0000-0002-1564-6547",184
"3361","0000-0002-1564-6547",184
"3362","0000-0002-1564-6547",184
"3363","0000-0002-1564-6547",185
"3364","0000-0002-1564-6547",185
"3365","0000-0002-1564-6547",185
"3366","0000-0002-1564-6547",185
"3367","0000-0002-1564-6547",185
"3368","0000-0002-1564-6547",185
"3369","0000-0002-1564-6547",136
"3370","0000-0002-1564-6547",136
"3371","0000-0002-1564-6547",136
"3372","0000-0002-1564-6547",136
"3373","0000-0002-1564-6547",136
"3374","0000-0002-1564-6547",136
"3375","0000-0002-1564-6547",186
"3376","0000-0002-1564-6547",186
"3377","0000-0002-1564-6547",186
"3378","0000-0002-1564-6547",186
"3379","0000-0002-1564-6547",186
"3380","0000-0002-1564-6547",186
"3381","0000-0001-8061-8115",188
"3382","508",128
"3383","0000-0002-0055-9950",58
"3384","0000-0002-0055-9950",58
"3385","0000-0002-0055-9950",58
"3386","0000-0002-0055-9950",64
"3387","0000-0002-0055-9950",64
"3388","0000-0002-0055-9950",64
"3389","0000-0002-0055-9950",63
"3390","0000-0002-0055-9950",63
"3391","0000-0002-0055-9950",63
"3392","0000-0001-8041-9060",NA
"3393","0000-0002-3535-5616",81
"3394","0000-0002-3535-5616",81
"3395","0000-0002-3535-5616",190
"3396","0000-0002-3535-5616",190
"3397","0000-0001-9835-5165",18
"3398","0000-0002-7164-1601",174
"3399","0000-0002-7164-1601",174
"3400","0000-0002-7164-1601",44
"3401","0000-0002-7164-1601",44
"3402","0000-0003-3305-6281",NA
"3403","509",76
"3404","510",191
"3405","511",56
"3406","512",181
"3407","513",130
"3408","0000-0002-3219-9451",3
"3409","0000-0002-8434-1034",160
"3410","0000-0002-6554-7803",136
"3411","0000-0002-2465-2180",127
"3412","0000-0001-5495-9370",192
"3413","0000-0001-5495-9370",192
"3414","0000-0001-5495-9370",192
"3415","0000-0001-5495-9370",40
"3416","0000-0001-5495-9370",40
"3417","0000-0001-5495-9370",40
"3418","0000-0001-5495-9370",17
"3419","0000-0001-5495-9370",17
"3420","0000-0001-5495-9370",17
"3421","514",173
"3422","0000-0001-7712-7198",193
"3423","515",194
"3424","0000-0001-7273-1898",122
"3425","0000-0001-7273-1898",122
"3426","0000-0001-7273-1898",NA
"3427","0000-0001-7273-1898",NA
"3428","0000-0001-5385-3072",41
"3429","516",105
"3430","517",29
"3431","0000-0003-4647-0449",86
"3432","0000-0003-4647-0449",86
"3433","0000-0003-4647-0449",86
"3434","0000-0003-4647-0449",86
"3435","0000-0003-4647-0449",86
"3436","0000-0003-4647-0449",86
"3437","0000-0003-4647-0449",87
"3438","0000-0003-4647-0449",87
"3439","0000-0003-4647-0449",87
"3440","0000-0003-4647-0449",87
"3441","0000-0003-4647-0449",87
