"","name","affiliation","id_type","author_id"
"1035","Fortune, Eric S.","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","ORCID","0000-0001-6447-5425"
"1036","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2502-3770"
"1037","Gnanadesikan, Anand","Johns Hopkins University Department of Earth and Planetary Science","ORCID","0000-0001-5784-1116"
"1038","Speller, Cassidy M.","Johns Hopkins University Department of Johns Hopkins University Department of Physics","dataverse_id","453"
"1039","Ringlein, Grace","University of Pennsylvania Department of Physics & Astronomy","dataverse_id","454"
"1040","San Soucie, John","Woods Hole Oceanographic Institution Applied Ocean Physics & Engineering","ORCID","0000-0001-8339-2510"
"1041","Thomas, Jordan","Johns Hopkins University Department of Earth and Planetary Science","dataverse_id","455"
"1042","Pradal, Marie-Aude","Johns Hopkins University Department of Earth and Planetary Sciences","dataverse_id","456"
"1043","Chung, Erin A.","Department of Political Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1058-7370"
"1044","Gomes, Menandro","Graduate School of Asia-Pacific Studies, Waseda University, Tokyo, Japan","dataverse_id","457"
"1045","Lim, Dukin","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","dataverse_id","458"
"1046","Roni, Muntasir","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","dataverse_id","459"
"1047","Sanchez, Ronald","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","dataverse_id","460"
"1048","Zhong, Zhizhi","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","dataverse_id","461"
"1049","Seviour, William J. M.","Department of Earth & Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1622-0545"
"1050","Waugh, Darryn W.","Department of Earth & Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7692-2798"
"1051","Scott, Richard K.","School of Mathematics and Statistics, University of St Andrews, St Andrews, United Kingdom","ORCID","0000-0002-9113-2978"
"1052","Menzel, Molly E.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9598-2996"
"1053","Merlis, Timothy M.","Department of Atmospheric and Oceanic Sciences, McGill University, Montreal, Quebec, Canada","ORCID","0000-0002-5593-8210"
"1054","Han, Jinfeng","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6140-4522"
"1055","Jiang, Yufeng","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA","dataverse_id","462"
"1056","Tiernan, Emma","Department of Mechanical and Aerospace Engineering, University of Virginia, Charlottesville, VA, USA","dataverse_id","463"
"1057","Ganley, Connor","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3851-3218"
"1058","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","464"
"1059","Lee, Taein","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"1060","Chiu, Arlene","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7009-4984"
"1061","McGuiggan, Patty","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","465"
"1062","Adams, Nicholas","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","466"
"1063","Clancy, Paulette","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0468-6420"
"1064","Russell. Thomas P.","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA","dataverse_id","467"
"1065","Hopkins, Patrick E.","Department of Mechanical and Aerospace Engineering, University of Virginia, Charlottesville, VA, USA","dataverse_id","468"
"1066","Thon, Susanna M.","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1003-2650"
"1067","Tovar, John D.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9650-2210"
"1068","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"1069","Osmanski, Michael S.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3458-9215"
"1070","Wang, Xiaoqin","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3999-0772"
"1071","Wilusz, Daniel C,","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","469"
"1072","Harman, Ciaran J.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3185-002X"
"1073","Ball, William P.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5217-8108"
"1074","Giraldo, Diego","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-6552-3297"
"1075","Hammond, Andrew","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-1757-5009"
"1076","Wu, Jinling","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","470"
"1077","Feole, Brandon","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","471"
"1078","Al-Saloum, Noor","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","472"
"1079","McMeniman, Conor","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0001-8502-8712"
"1080","Calhoun, Georgia","Department of Biomedical Engineering, Johns Hopkins University; Kavli Neuroscience Discovery Institute, Johns Hopkins University; Baltimore, MD 21205, USA","dataverse_id","473"
"1081","Chen, Chih-Ting","Department of Biomedical Engineering, Johns Hopkins University; Kavli Neuroscience Discovery Institute, Johns Hopkins University; Baltimore, MD 21205, USA","dataverse_id","474"
"1082","Kanold, Patrick O.","Department of Biomedical Engineering, Johns Hopkins University; Kavli Neuroscience Discovery Institute, Johns Hopkins University; Baltimore, MD 21205, USA","ORCID","0000-0002-7529-5435"
"1083","Hafez, Omar A.","Yale School of Medicine, New Haven, CT, USA","ORCID","0000-0002-7846-9226"
"1084","Escribano, Benjamin","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","ORCID","0000-0002-1432-5952"
"1085","Rouven, Ziegler L.","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","ORCID","0000-0002-3050-7692"
"1086","Hirtz, Jan J.","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","ORCID","0000-0002-4486-3057"
"1087","Niebur, Ernst","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2815-9262"
"1088","Pielage, Jan","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","ORCID","0000-0002-5115-5884"
"1089","Chongyu, Qu","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","475"
"1090","Li, Wenxuan","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","476"
"1091","Zhang, Tiezheng","Department of Electrical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","477"
"1092","Qiao, Hualin","Department of Chemistry & Chemical Biology Rutgers University, Rutgers, NJ, USA","dataverse_id","478"
"1093","Liu, Jie","Department of Electrical Engineering, City University of Hong Kong, Kowloon, Hong Kong","dataverse_id","479"
"1094","Tang, Yucheng","NVIDIA, Vanderbilt University, Redmond, WA, USA","dataverse_id","480"
"1095","Yuille, Alan L.","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5207-9249"
"1096","Zhou, Zongwei","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","481"
"1097","Bahl, Alexis","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8575-2679"
"1098","Gnanadesikan, Anand","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5784-1116"
"1099","Pradal, Marie-Aude S.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5301-9659"
"1100","Grupp, Robert B.","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3386-5839"
"1101","Unberath, Mathias","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0055-9950"
"1102","Gao, Cong","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","482"
"1103","Hegeman, Rachel A.","Research and Exploratory Development Department, Johns Hopkins University Applied Physics Laboratory, Laurel, MD, USA","ORCID","0000-0003-2869-8773"
"1104","Murphy, Ryan J.","Research and Exploratory Development Department, Johns Hopkins University Applied Physics Laboratory, Laurel, MD, USA","ORCID","0000-0003-3065-7700"
"1105","Alexander, Clayton P.","Department of Orthopaedic Surgery, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","483"
"1106","Otake, Yoshito","Graduate School of Information Science, Nara Institute of Science and Technology, Ikoma, Nara, Japan","ORCID","0000-0003-1291-9316"
"1107","McArthur, Benjamin A.","Department of Surgery and Perioperative Care, University of Texas, Austin, TX, USA","dataverse_id","484"
"1108","Armand, Mehran","Department of Mechanical Engineering, Johns Hopkins University, Baltimore MD, USA","ORCID","0000-0003-1028-8303"
"1109","Taylor, Russell H.","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6272-1100"
"1110","Pellitero, Miguel A.","Department of Physical and Analytical Chemistry, University of Oviedo, Oviedo, Spain","ORCID","0000-0001-8739-2542"
"1111","Jensen, Isabel M.","Department of Chemistry, University of Tennessee, Knoxville, TN, USA","dataverse_id","485"
"1112","Dominique, Nathaniel L.","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA","ORCID","0000-0002-0439-9982"
"1113","Ekowo, Lilian C.","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA","ORCID","0000-0002-1731-0879"
"1114","Camden, Jon P.","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA","ORCID","0000-0002-6179-2692"
"1115","Jenkins, David M.","Department of Chemistry, University of Tennessee, Knoxville, TN, USA","ORCID","0000-0003-2683-9157"
"1116","Arroyo-Currás, Netzahualcóyotl","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2740-6276"
"1117","Recalde, Cristina","Earth and Planetary Sciences, Johns Hopkins University","dataverse_id","486"
"1118","Zaitchik, Benjamin F.","Earth and Planetary Sciences, Johns Hopkins University","dataverse_id","487"
"1119","Pan, William K.","Duke Global Health Institute, Duke University","dataverse_id","488"
"1120","Clark, Vincent","Department of Chemical Biology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9707-8004"
"1121","Pellitero, Miguel A.","Department of Physical and Analytical Chemistry, University of Oviedo, Oviedo, Spain","dataverse_id","489"
"1122","Arroyo-Currás, Netzahualcóyotl","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2740-6276"
"1123","Mukhopadhyaya, Tushita","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","490"
"1124","Wagner, Justine","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4647-0449"
"1125","Lee, Taein D.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"1126","Ganley, Connor","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3851-3218"
"1127","Tanwar, Swati","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0430-1922"
"1128","Raj, Piyush","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1488-9475"
"1129","Li, Lulin","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","491"
"1130","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1216-0285"
"1131","Melvin, Sophia J.","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","ORCID","0009-0001-8395-8278"
"1132","Ji, Yuyang","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","492"
"1133","Paulette Clancy","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0468-6420"
"1134","Barman, Ishan","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","493"
"1135","Thon, Susanna","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1003-2650"
"1136","Klausen, Rebekka S.","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","494"
"1137","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"1138","Biswas, Debojyoti","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4141-4034"
"1139","Arend, Luke A.","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","495"
"1140","Stamper, Sarah A.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","496"
"1141","Vagvolgyi, Balazs P.","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9835-5165"
"1142","Fortune, Eric S.","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","ORCID","0000-0001-6447-5425"
"1143","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2502-3770"
"1144","Koropouli, Eleftheria","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8537-4471"
"1145","Wang, Qiang","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","497"
"1146","Mejías, Rebeca","Department of Physiology, University of Seville, Seville, Spain","ORCID","0000-0003-1936-7219"
"1147","Hand, Randal","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","498"
"1148","Wang, Tao","Department of Pediatrics, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","499"
"1149","Ginty, David D.","Department of Neurobiology, Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA","ORCID","0000-0001-9723-8530"
"1150","Kolodkin, Alex L.","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7562-5513"
"1151","Lewis, Kevin W.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3412-803X"
"1152","Turner, Madison","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8061-8115"
"1153","Hanley, Daniel","Johns Hopkins University, School of Medicine, Brain Injury Outcomes Division","dataverse_id","500"
"1154","Mould, Andrew","Johns Hopkins University, School of Medicine, Brain Injury Outcomes Division","dataverse_id","501"
"1155","Ullman, Natalie","Johns Hopkins University, School of Medicine, Brain Injury Outcomes Division","dataverse_id","502"
"1156","Muschelli, John","Johns Hopkins University Bloomberg School of Public Health, Biostatistics","dataverse_id","503"
"1157","Chung, Erin A.","Department of Political Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1058-7370"
"1158","Avirmed, Sodnomdargia (Anu)","Graduate School of International Studies, Korea University","dataverse_id","504"
"1159","Ermac, Ardie Bolanon","Graduate School of International Studies, Korea University","dataverse_id","505"
"1160","Kim, Daisy","Department of Political Science, JHU","dataverse_id","506"
"1161","Kim, Yang-Sook","Asiatic Research Institute, Korea University","dataverse_id","507"
"1162","Lee, Yoon Kyong","Asiatic Research Institute, Korea University","dataverse_id","508"
"1163","Liu, Melody","Graduate School of International Studies, Korea University","dataverse_id","509"
"1164","Thang, Nguyen Nam","Graduate School of International Studies, Korea University","dataverse_id","510"
"1165","Biswas, Debojyoti","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4141-4034"
"1166","Lamperski, Andrew","Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN, USA","ORCID","0000-0003-0383-1830"
"1167","Yang, Yu","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0009-0002-9512-5377"
"1168","Hoffman, Kathleen","Department of Mathematics and Statistics, University of Maryland, Baltimore County, Baltimore, MD, USA","dataverse_id","511"
"1169","Guckenheimer, John","Department of Mathematics, Cornell University, Ithaca, NY, USA","ORCID","0000-0001-6655-7862"
"1170","Fortune, Eric S.","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","ORCID","0000-0001-6447-5425"
"1171","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2502-3770"
"1172","Chow, Margaret R.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4335-0903"
"1173","Fernandez Brillet, Celia","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1267-8156"
"1174","Hageman, Kristin N.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","512"
"1175","Roberts, Dale C.","Department of Otolaryngology–Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4328-0199"
"1176","Ayiotis, Andrianna I.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","513"
"1177","Haque, Razi M.","Lawrence Livermore National Laboratory, Livermore, CA , USA","ORCID","0000-0003-0453-0300"
"1178","Della Santina, Charles C.","Department of Otolaryngology–Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0509-5200"
"1179","Liu, Qing","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","514"
"1180","Kortylewski, Adam","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9146-4403"
"1181","Zhang, Zhishuai","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","515"
"1182","Li, Zizhang","Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China","dataverse_id","516"
"1183","Guo, Mengqi","Department of Computer Science, Beihang University, Beijing, China","dataverse_id","517"
"1184","Liu, Qihao","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","518"
"1185","Yuan, Xiaoding","Department of Computer Science, Tongji University, Shanghai, China","dataverse_id","519"
"1186","Mu, Jiteng","Department of Electrical and Computer Engineering, University of California, San Diego, CA, USA","dataverse_id","520"
"1187","Qiu, Weichao","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","521"
"1188","Yuille, Alan L.","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5207-9249"
"1189","Giraldo, Diego","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6552-3297"
"1190","Rankin-Turner, Stephanie","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5210-1709"
"1191","Corver, Abel","The Solomon H. Snyder Department of Neuroscience, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0003-1431-9832"
"1192","Tauxe, Genevieve M.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","522"
"1193","Gao, Anne L.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","523"
"1194","Jackson, Dorian M.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","524"
"1195","Simubali, Limonty","Macha Research Trust, Choma District, Zambia","dataverse_id","525"
"1196","Book, Christopher","Macha Research Trust, Choma District, Zambia","dataverse_id","526"
"1197","Stevenson, Jennifer C.","Macha Research Trust, Choma District, Zambia","dataverse_id","527"
"1198","Thuma, Philip E.","Macha Research Trust, Choma District, Zambia","dataverse_id","528"
"1199","McCoy, Rajiv C","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0615-146X"
"1200","Gordus, Andrew","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5550-0286"
"1201","Mburu, Monicah M.","Macha Research Trust, Choma District, Zambia","ORCID","0000-0001-8846-0615"
"1202","Simulundu, Edgar","Macha Research Trust, Choma District, Zambia","ORCID","0000-0001-9423-0816"
"1203","McMeniman, Conor J.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0001-8502-8712"
"1204","Zaitchik, Benjamin F","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"1205","Jordan, Asha K.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6703-9899"
"1206","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"1207","Gnanadesikan, Anand","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5784-1116"
"1208","Kim, Dongchul","GESTAR/NASA Goddard Space Flight Center, Greenbelt, MD, USA","ORCID","0000-0002-5659-1394"
"1209","Badr, Hamada S.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9808-2344"
"1210","Corver, Abel","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1431-9832"
"1211","Wilkerson, Nicholas","Atlantic Veterinary College, University of Prince Edward Island, Charlottetown, PE, Canada","dataverse_id","529"
"1212","Miller, Jeremiah","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","530"
"1213","Gordus, Andrew","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5550-0286"
"1214","Ferraro, Francis","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","531"
"1215","Thomas, Max","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","532"
"1216","Gormley, Matthew R.","Department of Machine Learning, Carnegie Mellon University, Pittsburgh, PA, USA","dataverse_id","533"
"1217","Wolfe, Travis","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6045-9302"
"1218","Harman, Craig","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","534"
"1219","Van Durme, Benjamin","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","535"
"1220","Jia, Sisi","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0002-5877-5138"
"1221","Phua, Siew Cheng","Department of Cell Biology, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0002-6786-8117"
"1222","Nihongaki, Yuta","Department of Cell Biology, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0002-9818-9344"
"1223","Li, Yizeng","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, Maryland","dataverse_id","536"
"1224","Pacella, Michael","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","dataverse_id","537"
"1225","Li, Yi","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0001-7916-0741"
"1226","Mohammed, Adbul M.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","dataverse_id","538"
"1227","Sun, Sean","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0002-9077-7088"
"1228","Inoue, Takanari","Department of Cell Biology, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0002-7957-7624"
"1229","Schulman, Rebecca","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0003-4555-3162"
"1230","Schaffter, Samuel W.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7259-7374"
"1231","Chen, Kuan-Lin","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","539"
"1232","O’Brien, Jackson","Department of Physics, University of Chicago, Chicago, IL, USA","ORCID","0000-0002-5221-2107"
"1233","Noble, Madeline","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","540"
"1234","Murugan, Arvind","Department of Physics, University of Chicago, Chicago, IL, USA","dataverse_id","541"
"1235","Schulman, Rebecca","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4555-3162"
"1236","Schaffter, Samuel W.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-7259-7374"
"1237","Scalise, Dominic","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0001-8218-1797"
"1238","Murphy, Terence M.","Our Lady of Lourdes High School, Poughkeepsie, New York, USA","dataverse_id","542"
"1239","Patel, Anusha","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","543"
"1240","Schulman, Rebecca","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0003-4555-3162"
"1241","Beaudry, Patrick","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8587-2729"
"1242","Sverjensky, Dimitri","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","544"
"1243","Nataf, David M.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5825-4431"
"1244","Schlaufman, Kevin C.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5761-6779"
"1245","Reggiani, Henrique","Gemini Observatory, La Serena, Chile; The Observatories of the Carnegie Institution for Science, Santa Barbara, CA, USA","ORCID","0000-0001-6533-6179"
"1246","Hahn, Isabel","Department of Physics and Astronomy, Pomona College, Claremont, CA, USA; The Observatories of the Carnegie Institution for Science, Santa Barbara, CA, USA","ORCID","0000-0003-4580-9893"
"1247","Recalde-Coronel, Cristina","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3984-895X"
"1248","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0698-0658"
"1249","Yang, Yu","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0009-0002-9512-5377"
"1250","Yared, Dominic G.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","545"
"1251","Fortune, Eric S.","3.	Federated Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","ORCID","0000-0001-6447-5425"
"1252","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2502-3770"
