"","dataset_id","collection_id","name","url","description","citation_html","published_at","publisher","citation","downloads"
"11","doi:10.7281/T1/TP9B4Y","SHorst","Data associated with publication “Where does Titan Sand Come From: Insight from Mechanical Properties of Titan Sand Candidates”","https://doi.org/10.7281/T1/TP9B4Y","The data files include original indentation data (load, depth, modulus, hardness) produced by a nanoindenter (Nanomechanics, Inc) for various Titan sand related materials, and AFM/SEM images of the indented cracks of some of materials. Extensive equatorial linear dunes exist on Titan, but the origin of the sand, which appears to be organic, is unknown. We used nanoindentation to study the mechanical properties of a few Titan sand candidates, several natural sands on Earth, and common materials used in the Titan Wind Tunnel, to understand the mobility of Titan sand. We measured the elastic modulus (E), hardness (H), and fracture toughness (Kc) of these materials. Tholin's elastic modulus (10.4+/-0.5 GPa) and hardness (0.53+/-0.03 GPa) are both an order of magnitude smaller than silicate sand, which is also smaller than the mechanically weak white gypsum sand. With a magnitude smaller fracture toughness (Kc=0.036+/-0.007 MPa-m^(1/2)), tholin is also much more brittle than silicate sand. This indicates that sand formation mechanisms that require liquid hydrocarbons must be possible in the equatorial regions or sand formation does not require liquid, because tholin is too soft and brittle to transport from the poles, where the current lakes and seas are, to the equator.","Yu, Xinting; H&ouml;rst, Sarah M.; He, Chao; McGuiggan, Patricia, 2018, ""Data associated with publication &ldquo;Where does Titan Sand Come From: Insight from Mechanical Properties of Titan Sand Candidates&rdquo;"", <a href=""https://doi.org/10.7281/T1/TP9B4Y"" target=""_blank"">https://doi.org/10.7281/T1/TP9B4Y</a>, Johns Hopkins Research Data Repository, V1","2018-06-13T13:46:01Z","Professor Sarah Hörst Research Group                                          ","Yu, Xinting; Hörst, Sarah M.; He, Chao; McGuiggan, Patricia, 2018, ""Data associated with publication “Where does Titan Sand Come From: Insight from Mechanical Properties of Titan Sand Candidates”"", https://doi.org/10.7281/T1/TP9B4Y, Johns Hopkins Research Data Repository, V1",16
"12","doi:10.7281/T1/OSQSMY","HeartFailure","Data associated with the publication “Sex Hormones and Change in N-Terminal Pro-B-Type Natriuretic Peptide Levels: The Multi-Ethnic Study of Atherosclerosis”","https://doi.org/10.7281/T1/OSQSMY","Sex hormones are thought to be involved in sex differences in cardiovascular disease (CVD). N-terminal pro-B type natriuretic peptide (NT-proBNP) is a strong predictor of CVD. NT-proBNP levels are higher in women than men, which may relate to sex hormones. We analyzed cross-sectional and longitudinal associations between sex hormones and NT-proBNP levels in 2,371 postmenopausal women and 2,688 men in MESA. We found that a more androgenic pattern of sex hormones was associated with lower NT-proBNP levels among women and men cross-sectionally, which may contribute to sex differences in NT-proBNP levels. However, in longitudinal analyses, a more androgenic pattern of sex hormones was associated with a greater change in NT-proBNP levels in women and may reflect a mechanism for increased CVD risk in women after menopause. This data collection includes the supplemental tables associated with our publication.","Ying, Wendy; Zhao, Di; Ouyang, Pamela; Subramanya, Vinita; Vaidya, Dhananjay; Ndumele, Chiadi E.; Sharma, Kavita; Shah, Sanjiv J.; Heckbert, Susan R.; Lima, Joao A.; deFilippi, Christopher R.; Budoff, Matthew J.; Post, Wendy S.; Michos, Erin D., 2018, ""Data associated with the publication &ldquo;Sex Hormones and Change in N-Terminal Pro-B-Type Natriuretic Peptide Levels: The Multi-Ethnic Study of Atherosclerosis&rdquo;"", <a href=""https://doi.org/10.7281/T1/OSQSMY"" target=""_blank"">https://doi.org/10.7281/T1/OSQSMY</a>, Johns Hopkins Research Data Repository, V1","2018-08-17T13:15:49Z","AHA Go Red for Women Study: Sex Differences in Heart Failure with Preserved Ejection Fraction (HFpEF)","Ying, Wendy; Zhao, Di; Ouyang, Pamela; Subramanya, Vinita; Vaidya, Dhananjay; Ndumele, Chiadi E.; Sharma, Kavita; Shah, Sanjiv J.; Heckbert, Susan R.; Lima, Joao A.; deFilippi, Christopher R.; Budoff, Matthew J.; Post, Wendy S.; Michos, Erin D., 2018, ""Data associated with the publication “Sex Hormones and Change in N-Terminal Pro-B-Type Natriuretic Peptide Levels: The Multi-Ethnic Study of Atherosclerosis”"", https://doi.org/10.7281/T1/OSQSMY, Johns Hopkins Research Data Repository, V1",12
"13","doi:10.7281/T1/6Y08LS","root","Computing in the Engineering Core Curriculum at JHU","https://doi.org/10.7281/T1/6Y08LS","Report prepared at the behest of the dean of engineering at JHU between Summer 2016 and Spring 2017, 17 pages.","Falk, Michael L.; Beer, Michael A.; Budavari, Tamas; Kraemer, David; Marra, Steven; Selinski, Joanne, 2018, ""Computing in the Engineering Core Curriculum at JHU"", <a href=""https://doi.org/10.7281/T1/6Y08LS"" target=""_blank"">https://doi.org/10.7281/T1/6Y08LS</a>, Johns Hopkins Research Data Repository, V1","2018-08-22T19:06:03Z","Johns Hopkins Research Data Repository","Falk, Michael L.; Beer, Michael A.; Budavari, Tamas; Kraemer, David; Marra, Steven; Selinski, Joanne, 2018, ""Computing in the Engineering Core Curriculum at JHU"", https://doi.org/10.7281/T1/6Y08LS, Johns Hopkins Research Data Repository, V1",7
"14","doi:10.7281/T1/K3ONN5","HKatz_Rsch_Group","Data associated with publication “Highly Contrasting Static Charging and Bias Stress Effects in Pentacene Transistors with Polystyrene Heterostructures Incorporating Oxidizable N,N’-bis(4-Methoxyphenyl)aniline Side Chains as Gate Dielectrics”","https://doi.org/10.7281/T1/K3ONN5","Charge storage and trapping properties of polymer dielectrics govern the charge densities of adjacent semiconductors and greatly influence the on-off switching voltage (threshold voltage, Vth) of organic field-effect transistors (OFETs) when the polymers are used as gate insulators. Intentional charging of polymer dielectrics in OFETs can change Vth and affect the bias stress. We describe a chemical design and fabrication protocol to construct multilayer-stack dielectrics for pentacene-based OFETs using different polystyrene (PS)-based polymers in each layer, with oxidizable N,N-bis(4-methoxyphenyl)anilino (TPAOMe)-substituted styrene copolymers in arbitrary vertical positions in the stacks. Thermal, byproduct-free crosslinking of benzocyclobutene subunits provides integrity to the multilayer structure by preventing dissolution of the previous deposited layer. Neutron reflectivity data verified the multilayer morphology. We compared the Vth shift before and after charging the stacks by application of ±100V across 0.5-1 µm total film thicknesses. Bias stress was the dominant effect in bilayer devices with a TPAOMe layer in contact with the pentacene, indicated by the direction of Vth shift associated with either polarity of external electric field. In structures with no TPAOMe subunit in contact with the pentacene, when charging with -100V on top of the source and drain electrodes, electron injection from pentacene to dielectric was the major charging mechanism, again consistent with the bias stress direction. When charging with +100V, bilayer devices without TPAOMe showed little change in Vth, suggesting there was no bias stress effect or charge injection in these devices for this charging polarity. For the bilayer devices with the TPAOMe layer in the bottom, and the trilayer devices with TPOMe in the middle, when +100V was applied, the Vth shifts were opposite those expected from bias stress. Dipole formation or partial ionization of chargeable groups at the interface between the dielectric layers are likely polarization mechanisms in these cases. A simple analytical model supports the plausibility of these mechanisms. This work provides examples of both stabilization and shifting of Vth, and therefore controlling charge carrier density, in semiconductors overlying the dielectric multilayers.","Zhang, Qingyang; Plunkett, Evan, 2018, ""Data associated with publication &ldquo;Highly Contrasting Static Charging and Bias Stress Effects in Pentacene Transistors with Polystyrene Heterostructures Incorporating Oxidizable N,N&rsquo;-bis(4-Methoxyphenyl)aniline Side Chains as Gate Dielectrics&rdquo;"", <a href=""https://doi.org/10.7281/T1/K3ONN5"" target=""_blank"">https://doi.org/10.7281/T1/K3ONN5</a>, Johns Hopkins Research Data Repository, V1","2018-11-19T17:24:44Z","Dr. Howard Katz DOE-supported projects","Zhang, Qingyang; Plunkett, Evan, 2018, ""Data associated with publication “Highly Contrasting Static Charging and Bias Stress Effects in Pentacene Transistors with Polystyrene Heterostructures Incorporating Oxidizable N,N’-bis(4-Methoxyphenyl)aniline Side Chains as Gate Dielectrics”"", https://doi.org/10.7281/T1/K3ONN5, Johns Hopkins Research Data Repository, V1",4
"15","doi:10.7281/T1/EAFMCT","root","Coded quotations associated with the publication “Men’s perceptions of HIV care engagement at the facility- and provider-levels: experiences in Cote d’Ivoire”","https://doi.org/10.7281/T1/EAFMCT","Men in sub-Saharan Africa have lower rates of HIV testing and are less likely to initiate treatment compared to women. Service delivery dimensions are a key factor in facilitating engagement along the HIV treatment continuum for men and women, yet male specific overall perceptions of the service delivery environment have received little attention in West Africa. This study draws on qualitative data collected in Côte d’Ivoire to explore provider-level and structural factors affecting men’s engagement in HIV testing and treatment through interviews and focus group discussions conducted with health workers and men living with HIV (some on ART) or whose HIV status was unknown. The data posted here is a subset of the larger dataset and includes coded quotations (deidentified) relevant to the topic of the manuscript.","Tibbels, Natalie; Hendrickson, Zo&eacute;; Naugle, Danielle; Dosso, Abdul; Van Lith, Lynn; Mallalieu, Elizabeth C.; Kouadio Ngnanda, Anne M.; Kra, Walter; Kamara, Diarra; Dailly-Ajavon, Patricia; Cisse, Adama; Seifert-Ahanda, Kim; Thaddeus, Sereen; Babalola, Stella; Hoffmann, Christopher J., 2018, ""Coded quotations associated with the publication &ldquo;Men&rsquo;s perceptions of HIV care engagement at the facility- and provider-levels: experiences in Cote d&rsquo;Ivoire&rdquo;"", <a href=""https://doi.org/10.7281/T1/EAFMCT"" target=""_blank"">https://doi.org/10.7281/T1/EAFMCT</a>, Johns Hopkins Research Data Repository, V1","2018-12-07T18:10:05Z","Johns Hopkins Research Data Repository","Tibbels, Natalie; Hendrickson, Zoé; Naugle, Danielle; Dosso, Abdul; Van Lith, Lynn; Mallalieu, Elizabeth C.; Kouadio Ngnanda, Anne M.; Kra, Walter; Kamara, Diarra; Dailly-Ajavon, Patricia; Cisse, Adama; Seifert-Ahanda, Kim; Thaddeus, Sereen; Babalola, Stella; Hoffmann, Christopher J., 2018, ""Coded quotations associated with the publication “Men’s perceptions of HIV care engagement at the facility- and provider-levels: experiences in Cote d’Ivoire”"", https://doi.org/10.7281/T1/EAFMCT, Johns Hopkins Research Data Repository, V1",15
"16","doi:10.7281/T1/ONZHUS","root","Coded quotations for codes relevant to the paper “Bringing fear into focus: The intersections of HIV and masculine gender norms in Côte d’Ivoire”","https://doi.org/10.7281/T1/ONZHUS","Using data from 73 in-depth interviews and 28 focus group discussions with 227 Ivoirian men collected between November and December 2016 across three urban sites, this qualitative research study aimed to explore the role masculinity plays in men’s engagement in the HIV care continuum in Côte d’Ivoire. The data posted here is a subset of the larger dataset and includes coded quotations (deidentified) relevant to the topic of the manuscript.","Naugle, Danielle A.; Tibbels, Natalie J.; Hendrickson, Zo&eacute; M.; Dosso, Abdul; Van Lith, Lynn; Mallalieu, Elizabeth C.; Kouadio, Anne Marie; Kra, Walter; Kamara, Diarra; Dailly-Ajavon, Patricia; Cisse, Adama; Seifert-Ahanda, Kim; Thaddeus, Sereen; Babalola, Stella; Hoffmann, Christopher J., 2019, ""Coded quotations for codes relevant to the paper &ldquo;Bringing fear into focus: The intersections of HIV and masculine gender norms in C&ocirc;te d&rsquo;Ivoire&rdquo;"", <a href=""https://doi.org/10.7281/T1/ONZHUS"" target=""_blank"">https://doi.org/10.7281/T1/ONZHUS</a>, Johns Hopkins Research Data Repository, V1","2019-07-08T18:17:31Z","Johns Hopkins Research Data Repository","Naugle, Danielle A.; Tibbels, Natalie J.; Hendrickson, Zoé M.; Dosso, Abdul; Van Lith, Lynn; Mallalieu, Elizabeth C.; Kouadio, Anne Marie; Kra, Walter; Kamara, Diarra; Dailly-Ajavon, Patricia; Cisse, Adama; Seifert-Ahanda, Kim; Thaddeus, Sereen; Babalola, Stella; Hoffmann, Christopher J., 2019, ""Coded quotations for codes relevant to the paper “Bringing fear into focus: The intersections of HIV and masculine gender norms in Côte d’Ivoire”"", https://doi.org/10.7281/T1/ONZHUS, Johns Hopkins Research Data Repository, V1",11
"17","doi:10.7281/T1/V3Z6DD","HKatz_Rsch_Group","Data associated with ""Effects of trifluoromethyl substituents on interfacial and bulk polarization of polystyrene gate dielectrics""","https://doi.org/10.7281/T1/V3Z6DD","From the publication abstract: The ability to control the bulk and interfacial polarization of dielectric polymers is important to their application in organic electronics. We examine the effect of the trifluoromethyl substituent on poly(3-trifluoromethylstyrene) (P3TFMS) as compared to unsubstituted polystyrene (PS) on the I-V relationships of pentacene-based organic field-effect transistors (OFETs). Single- and double-layered films of these polymers were used, with lower layers crosslinked through vinylbenzocyclobutene comonomers before deposition of upper layers. Control experiments verified that the electronic effect of the crosslinking was negligible. We found that the TFM substituent markedly and independently affected both the initial threshold voltage Vth and the nonvolatile, shifted Vth observed after the application of static gate voltage, depending on its position adjacent or apart from the pentacene. The trifluoromethyl-bearing polymers exhibited significantly lower magnitude initial threshold voltages (Vth,i of ca. −17 V for P3TFMS compared to −35 V for PS), large threshold voltage shifts after charging by the application of static electric fields (ΔVth of ca. 32 V for P3TFMS and 17 V for PS), and greater stability of the ΔVth under repeated charge/discharge cycles. These results are consistent with P3TFMS having fewer interfacial trap states but more stable bulk trap states. The results are applicable to organo-electronic systems such as piezoelectrics for energy harvesting and nonvolatile OFETs such as memory, sensing, and logic elements.","Plunkett, Evan; Kale, Tejaswini S.; Zhang, Qingyang; Katz, Howard E.; Reich, Daniel H., 2019, ""Data associated with &quot;Effects of trifluoromethyl substituents on interfacial and bulk polarization of polystyrene gate dielectrics&quot;"", <a href=""https://doi.org/10.7281/T1/V3Z6DD"" target=""_blank"">https://doi.org/10.7281/T1/V3Z6DD</a>, Johns Hopkins Research Data Repository, V1","2019-01-23T20:57:15Z","Dr. Howard Katz DOE-supported projects","Plunkett, Evan; Kale, Tejaswini S.; Zhang, Qingyang; Katz, Howard E.; Reich, Daniel H., 2019, ""Data associated with ""Effects of trifluoromethyl substituents on interfacial and bulk polarization of polystyrene gate dielectrics"""", https://doi.org/10.7281/T1/V3Z6DD, Johns Hopkins Research Data Repository, V1",6
"18","doi:10.7281/T1/BIJWVL","HKatz_Rsch_Group","Data associated with publication “Dopant-Dependent Increase in Seebeck Coefficient and Electrical Conductivity in Blended Polymers with Offset Carrier Energies""","https://doi.org/10.7281/T1/BIJWVL","The strong and counterproductive interrelationship of thermoelectric parameters remains a bottleneck to improving thermoelectric performance, especially in polymer-based materials. In this paper, we decouple the electrical conductivity and Seebeck coefficient, achieving increases in at least one of these two parameters while the other is maintained or slightly increased as well. This is done using an alkylthio-substituted polythiophene (PQTS12) as additive in poly(bisdodecylquaterthiophene) (PQT12) with tetrafluorotetracyanoquinodimethane (F4TCNQ) and nitrosyl tetrafluoroborate (NOBF4) as dopants. The power factor increased two orders of magnitude with the PQTS12 additive at constant doping level. Using a second pair of polymers, poly(2,5-bis(3-dodecylthiophen-2-yl)thieno[3,2-b]thiophene (PBTTTC12) and poly(2,5-bis(3-dodecylthiothiophen-2-yl)thieno[3,2-b]thiophene, (PBTTTSC12), with higher mobilities, we also observed the decoupling of the Seebeck coefficient and electrical conductivity, and achieved higher power factor. Distinguished from recently reported works, these two sets of polymers possess very closely offset carrier energy levels (0.05 ~ 0.07 eV), and the microstructure, assessed using grazing incidence X-ray scattering, and mobility evaluated in field-effect transistors, was not adversely affected by the blending. Experiments, calculations and simulations are consistent with the idea that blending and doping polymers with closely-spaced energy levels and compatible morphologies to promote carrier mobility favors increased power factors.","Li, Hui; Katz, Howard, 2019, ""Data associated with publication &ldquo;Dopant-Dependent Increase in Seebeck Coefficient and Electrical Conductivity in Blended Polymers with Offset Carrier Energies&quot;"", <a href=""https://doi.org/10.7281/T1/BIJWVL"" target=""_blank"">https://doi.org/10.7281/T1/BIJWVL</a>, Johns Hopkins Research Data Repository, V1","2019-03-12T11:16:00Z","Dr. Howard Katz DOE-supported projects","Li, Hui; Katz, Howard, 2019, ""Data associated with publication “Dopant-Dependent Increase in Seebeck Coefficient and Electrical Conductivity in Blended Polymers with Offset Carrier Energies"""", https://doi.org/10.7281/T1/BIJWVL, Johns Hopkins Research Data Repository, V1",5
"19","doi:10.7281/T1/3XLWZX","HKatz_Rsch_Group","Data associated with publication ""Analytical Platform to Characterize Dopant Solution Concentrations, Charge Carrier Densities in Films and Interfaces, and Physical Diffusion in Polymers Utilizing Remote Field-Effect Transistors""","https://doi.org/10.7281/T1/3XLWZX","Characterizing doping effects in a conductive polymer and physical diffusion in a passive polymer were performed using a remote-gate field-effect transistor (RG FET) detection system that was able to measure the electrical potential perturbation of a polymer film coupled to the gate of a silicon FET. Poly(3-hexylthiophene) (P3HT) film doped using various concentrations of 2,3,5,6-tetrafluoro-7,7,8,8-tetracyanoquinodimethane (F4TCNQ) solutions imposed additional positive potentials on the P3HT RG, resulting in a lower threshold voltage (V_th) on the n-channel silicon FET. Changes in V_th were related to the induced hole concentrations and hole mobility in P3HT films by using our V_th shifting model for the RG FET. We discovered that the electron-donating P3HT and even inorganic materials, indium tin oxide and gold, showed similar electrical potential perturbations dependent on the concentration of F4TCNQ in overlying solutions as the dopant radical anions maximally covered the surfaces. This suggests that there are limited electroactive sites for F4TCNQ binding on electron donor surfaces which results in a similar number of positive charges in film materials forming dipoles with the F4TCNQ radical counteranions. The effect of electron acceptors such as 7,7,8,8-tetracyanoquinodimethane and tetracyanoethylene was compared with that of F4TCNQ in terms of V_th shift using our analytical tool, with differences attributed to acceptor size and reduction potential. Meanwhile, this FET analysis tool offered a means of monitoring the physical diffusion of small molecules, exemplified by F4TCNQ, in the passive polymer polystyrene, driven by concentration gradients. The technique allows for nondestructive, nonspectroscopic, ambient characterization of electron donor-acceptor interactions at surfaces.","Jang, Hyun-June, 2019, ""Data associated with publication &quot;Analytical Platform to Characterize Dopant Solution Concentrations, Charge Carrier Densities in Films and Interfaces, and Physical Diffusion in Polymers Utilizing Remote Field-Effect Transistors&quot;"", <a href=""https://doi.org/10.7281/T1/3XLWZX"" target=""_blank"">https://doi.org/10.7281/T1/3XLWZX</a>, Johns Hopkins Research Data Repository, V1","2019-03-14T14:14:39Z","Dr. Howard Katz DOE-supported projects","Jang, Hyun-June, 2019, ""Data associated with publication ""Analytical Platform to Characterize Dopant Solution Concentrations, Charge Carrier Densities in Films and Interfaces, and Physical Diffusion in Polymers Utilizing Remote Field-Effect Transistors"""", https://doi.org/10.7281/T1/3XLWZX, Johns Hopkins Research Data Repository, V1",7
"20","doi:10.7281/T1/BIJBI6","sheilawest","Data associated with the PLOS publication 'Evidence for Contamination with C. trachomatis in the Household Environment of Children with Active Trachoma: A cross-sectional study in Kongwa, Tanzania'","https://doi.org/10.7281/T1/BIJBI6","In a cross-sectional survey of households of children with active trachoma, we determined the presence of Chlamydia trachomatis on household objects and on family members based on sleeping and caretaking patterns.","Munoz, Beatriz; West, Sheila, 2019, ""Data associated with the PLOS publication 'Evidence for Contamination with C. trachomatis in the Household Environment of Children with Active Trachoma: A cross-sectional study in Kongwa, Tanzania'"", <a href=""https://doi.org/10.7281/T1/BIJBI6"" target=""_blank"">https://doi.org/10.7281/T1/BIJBI6</a>, Johns Hopkins Research Data Repository, V1, UNF:6:Ed3yBYrL01jbxKEiaJG6WQ== [fileUNF]","2019-12-19T20:21:04Z","Professor Sheila West Research Group","Munoz, Beatriz; West, Sheila, 2019, ""Data associated with the PLOS publication 'Evidence for Contamination with C. trachomatis in the Household Environment of Children with Active Trachoma: A cross-sectional study in Kongwa, Tanzania'"", https://doi.org/10.7281/T1/BIJBI6, Johns Hopkins Research Data Repository, V1, UNF:6:Ed3yBYrL01jbxKEiaJG6WQ== [fileUNF]",30
"21","doi:10.7281/T1/6BHBC4","root","Data associated with the 2020 PLoS One publication entitled ""Actor feedback and rigorous monitoring: Essential quality assurance tools for testing behavioral interventions with simulation""","https://doi.org/10.7281/T1/6BHBC4","Evaluation of a quality assurance program designed to ensure that 3 actors performing in simulated medical encounters, provided standardized performances.","Turnbull, Alison E.; Li, Xintong; Basyal, Pragyashree S.; Teply, Melissa L.; Singh, Arun L., 2020, ""Data associated with the 2020 PLoS One publication entitled &quot;Actor feedback and rigorous monitoring: Essential quality assurance tools for testing behavioral interventions with simulation&quot;"", <a href=""https://doi.org/10.7281/T1/6BHBC4"" target=""_blank"">https://doi.org/10.7281/T1/6BHBC4</a>, Johns Hopkins Research Data Repository, V1","2020-01-13T18:12:38Z","Johns Hopkins Research Data Repository","Turnbull, Alison E.; Li, Xintong; Basyal, Pragyashree S.; Teply, Melissa L.; Singh, Arun L., 2020, ""Data associated with the 2020 PLoS One publication entitled ""Actor feedback and rigorous monitoring: Essential quality assurance tools for testing behavioral interventions with simulation"""", https://doi.org/10.7281/T1/6BHBC4, Johns Hopkins Research Data Repository, V1",12
"22","doi:10.7281/T1/AZE8LU","root","Data associated with publication: Irrigation water demand sensitivity to climate variability across the Contiguous United States","https://doi.org/10.7281/T1/AZE8LU","The datasets include monthly time-varying greenness vegetation fraction and monthly output of simulation performed with the Noah-Multiparameterization Land Surface Model v3.6 within NASA Land Information System. The simulation is conducted for the period of 2002-2017 at 0.125° spatial resolution forced by the North America Land Data Assimilation System-Phase 2 (NLDAS-2) meteorological forcing fields. Data is provided in NETCDF format including monthly time-varying greenness vegetation fraction, irrigation water amount, groundwater storage, and LIS-formatted NLDAS-2 precipitation and 2-m air temperature.","Nie, Wanshu; Zaitchik, Benjamin F., 2020, ""Data associated with publication: Irrigation water demand sensitivity to climate variability across the Contiguous United States"", <a href=""https://doi.org/10.7281/T1/AZE8LU"" target=""_blank"">https://doi.org/10.7281/T1/AZE8LU</a>, Johns Hopkins Research Data Repository, V1","2020-12-01T20:12:59Z","Johns Hopkins Research Data Repository","Nie, Wanshu; Zaitchik, Benjamin F., 2020, ""Data associated with publication: Irrigation water demand sensitivity to climate variability across the Contiguous United States"", https://doi.org/10.7281/T1/AZE8LU, Johns Hopkins Research Data Repository, V1",11
