"","full_affiliation","clean_name"
"854","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"855","Department of Health, Behavior and Society, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"856","Department of Health, Behavior and Society, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"857","Center for Communication Programs-Côte d’Ivoire, Johns Hopkins University, Abidjan, Côte d’Ivoire","Johns Hopkins University"
"858","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"859","Hydrological Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA",NA
"860","Science Applications International Corporation, McLean, Virginia, USA",NA
"861","Earth Science Division, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA",NA
"862","USDA Foreign Agricultural Service, Washington, DC, USA",NA
"863","ACQUATEC Solutions, Dubai Technology Entrepreneur Campus (DTEC), Dubai Silicon Oasis, Dubai, UAE",NA
"864","Hydrological Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA",NA
"865","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"866","Science Systems and Applications Inc., Lanham, Maryland, USA",NA
"867","Water, Climate Change & Resilience Program, International Water Management Institute-Rome Office, Rome, Italy","International Water Management Institute-Rome Office"
"868","Science Applications International Corporation, McLean, Virginia, USA",NA
"869","Earth System Science Interdisciplinary Center, University of Maryland, College Park, Maryland, USA","University of Maryland"
"870","Department of Neurology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"871","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"872","Department of Neurology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"873","Department of Neurology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"874","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"875","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"876","Department of Physics, Astronomy, and Geosciences, Towson University, Towson, MD, USA","Towson University"
"877",NA,NA
"878",NA,NA
"879","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"880","The Hormel Institute, University of Minnesota, Austin, MN, USA","The Hormel Institute"
"881","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"882","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"883","Department of Molecular and Comparative Pathobiology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"884","Department of Biostatistics and Bioinformatics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"885","Micromod Partikeltechnologie GmbH, Rostock, Germany",NA
"886","Department of Biostatistics and Bioinformatics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"887","Department of Molecular and Comparative Pathobiology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"888","Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, USA","University of Alabama at Birmingham"
"889","The Hormel Institute, University of Minnesota, Austin, MN, USA","The Hormel Institute"
"890","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA; Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"891","Department of Biomedical Engineering & Solomon H. Snyder Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"892","Department of Biomedical Engineering; Solomon H. Snyder Department of Neuroscience; Kavli Neuroscience Discovery Institute, Johns Hopkins University, Baltimore, MD, USA","Department of Biomedical Engineering; Solomon H. Snyder Department of Neuroscience; Kavli Neuroscience Discovery Institute"
"893","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"894","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"895","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"896","University of Virginia","University of Virginia"
"897","Johns Hopkins University","Johns Hopkins University"
"898","Johns Hopkins University","Johns Hopkins University"
"899","Johns Hopkins University, Department of Mechanical Engineering","Johns Hopkins University"
"900","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"901","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"902","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"903","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"904","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"905","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"906","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"907","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"908","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"909","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","Johns Hopkins University"
"910","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"911","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"912","Laboratory of Geology of Lyon: Earth, Planets, Environment, Claude Bernard University Lyon 1, Villeurbanne, France","Claude Bernard University Lyon 1"
"913","Department of Biological, Geological and Environmental Sciences, Alma Mater Studiorum, University of Bologna, Bologna, Italy","University of Bologna"
"914","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"915","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"916","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"917","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"918","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"919","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"920","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"921","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"922","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"923","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"924","Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA","Johns Hopkins University"
"925","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","University of Maryland"
"926","Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA","Johns Hopkins University"
"927","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","University of Maryland"
"928","Department of Biochemistry and Biophysics, University of California,  San Francisco, CA, USA","University of California"
"929","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","University of Maryland"
"930","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","University of Maryland"
"931","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","University of Maryland"
"932","Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA","Johns Hopkins University"
"933","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"934","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"935","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"936","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"937","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"938","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"939","Center for Nanoscale Systems, Harvard University, Cambridge, MA, USA","Harvard University"
"940","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"941","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"942","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"943","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"944","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"945","Center for Nanoscale Systems, Harvard University, 11 Oxford Street, Cambridge, Massachusetts 02138, USA","Harvard University"
"946","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"947","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"948","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"949","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"950","Johns Hopkins University, Department of Mechanical Engineering","Johns Hopkins University"
"951","Johns Hopkins University, Department of Mechanical Engineering","Johns Hopkins University"
"952","Johns Hopkins University, Department of Mechanical Engineering","Johns Hopkins University"
"953",NA,NA
"954","Middle East Technical University, Department of Electrical Engineering","Middle East Technical University"
"955","New Jersey Institute of Technology, Federated Department of Biological Sciences","New Jersey Institute of Technology"
"956","Johns Hopkins University, Department of Mechanical Engineering","Johns Hopkins University"
"957","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"958","Department of Pathology and Laboratory Medicine, Dartmouth-Hitchcock Medical Center, Lebanon, NH, USA",NA
"959","Physiology and Neurobiology Department, University of Connecticut, Mansfield, CT, USA","University of Connecticut"
"960","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"961","Physiology and Neurobiology Department, University of Connecticut, Mansfield, CT, USA","University of Connecticut"
"962","Department of Computer Science, Stanford University, Stanford, CA, USA","Stanford University"
"963","Department of Zoology, Cambridge University, Cambridge, GB","Cambridge University"
"964","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"965","MRC Laboratory of Molecular Biology, University of Cambridge, Cambridge, GB","University of Cambridge"
"966","Department of Biology, Standford University, Los Altos, CA, USA","Standford University"
"967","Physiology and Neurobiology Department, University of Connecticut, Mansfield, CT, USA","University of Connecticut"
"968","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"969","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"970","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"971","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"972","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"973","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"974","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"975","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"976","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"977","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"978","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"979","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"980","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"981","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"982","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"983","Department of Natural Sciences, University of Maryland Eastern Shore, Princess Anne, MD, USA","University of Maryland"
"984","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"985","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"986","Environmental Health and Engineering, Johns Hopkins University","Johns Hopkins University"
"987","Environmental Health and Engineering, Johns Hopkins University","Johns Hopkins University"
"988","Environmental Health and Engineering, Johns Hopkins University","Johns Hopkins University"
"989","Hydrologic Science and Engineering Program, Integrated GroundWater Modeling Center, Geology and Geological Engineering, Colorado School of Mines, Golden, CO",NA
"990","Pasture Systems and Watershed Management Research Unit, Agricultural Research Service, U.S. Department of Agriculture, University Park, PA","University Park"
"991","Department of Computer Science, Johns Hopkins University; University of Maryland Law School, Baltimore, Maryland, USA","Johns Hopkins University"
"992","Department of Computer Science, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"993","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"994","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"995","Southwest Research Institute, Boulder, CO, USA","Southwest Research Institute"
"996","Planetary Systems Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA",NA
"997","Department of History, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"998","Department of Environmental Engineering, Johns Hopkins University, Baltimore, MD, USA,","Johns Hopkins University"
"999","Department of International Studies, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1000","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1001","Department of Chemical Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1002","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1003","Department of Anthropology and Sociology, Kalamazoo College, Kalamazoo, MI, USA",NA
"1004","Chintan Environmental Research and Action Group, New Delhi, India",NA
"1005",NA,NA
"1006","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1007","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1008","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1009","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1010","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1011","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1012","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1013","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1014","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1015","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1016","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1017","Department of Mechanical Engineering, Katholieke Universiteit Leuven, Celestijnenlaan, Leuven, Belgium",NA
"1018","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1019","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1020","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1021","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1022","Kennedy Krieger Institute, Baltimore, MD, USA","Kennedy Krieger Institute"
"1023","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1024","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1025","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1026","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1027","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1028","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1029","Department of Earth & Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA; Space Exploration Sector, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1030","Department of Earth & Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1031","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1032","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1033","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1034","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1035","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","New Jersey Institute of Technology"
"1036","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1037","Johns Hopkins University Department of Earth and Planetary Science","Johns Hopkins University"
"1038","Johns Hopkins University Department of Johns Hopkins University Department of Physics","Johns Hopkins University"
"1039","University of Pennsylvania Department of Physics & Astronomy","University of Pennsylvania Department of Physics & Astronomy"
"1040","Woods Hole Oceanographic Institution Applied Ocean Physics & Engineering","Woods Hole Oceanographic Institution Applied Ocean Physics & Engineering"
"1041","Johns Hopkins University Department of Earth and Planetary Science","Johns Hopkins University"
"1042","Johns Hopkins University Department of Earth and Planetary Sciences","Johns Hopkins University"
"1043","Department of Political Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1044","Graduate School of Asia-Pacific Studies, Waseda University, Tokyo, Japan","Waseda University"
"1045","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","Waseda University"
"1046","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","Waseda University"
"1047","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","Waseda University"
"1048","Graduate School of Asia-Pacific Studies, Waseda University, , Tokyo, Japan","Waseda University"
"1049","Department of Earth & Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1050","Department of Earth & Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1051","School of Mathematics and Statistics, University of St Andrews, St Andrews, United Kingdom","University of St Andrews"
"1052","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1053","Department of Atmospheric and Oceanic Sciences, McGill University, Montreal, Quebec, Canada","McGill University"
"1054","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1055","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA",NA
"1056","Department of Mechanical and Aerospace Engineering, University of Virginia, Charlottesville, VA, USA","University of Virginia"
"1057","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1058","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1059","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1060","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1061","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1062","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1063","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1064","Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA",NA
"1065","Department of Mechanical and Aerospace Engineering, University of Virginia, Charlottesville, VA, USA","University of Virginia"
"1066","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1067","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1068","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1069","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1070","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1071","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1072","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1073","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1074","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1075","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1076","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1077","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1078","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1079","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, Maryland, USA","Johns Hopkins University"
"1080","Department of Biomedical Engineering, Johns Hopkins University; Kavli Neuroscience Discovery Institute, Johns Hopkins University; Baltimore, MD 21205, USA","Johns Hopkins University"
"1081","Department of Biomedical Engineering, Johns Hopkins University; Kavli Neuroscience Discovery Institute, Johns Hopkins University; Baltimore, MD 21205, USA","Johns Hopkins University"
"1082","Department of Biomedical Engineering, Johns Hopkins University; Kavli Neuroscience Discovery Institute, Johns Hopkins University; Baltimore, MD 21205, USA","Johns Hopkins University"
"1083","Yale School of Medicine, New Haven, CT, USA",NA
"1084","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","University of Kaiserslautern"
"1085","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","University of Kaiserslautern"
"1086","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","University of Kaiserslautern"
"1087","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1088","Department of Biology, University of Kaiserslautern, Kaiserslautern, Germany","University of Kaiserslautern"
"1089","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1090","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1091","Department of Electrical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1092","Department of Chemistry & Chemical Biology Rutgers University, Rutgers, NJ, USA","Department of Chemistry & Chemical Biology Rutgers University"
"1093","Department of Electrical Engineering, City University of Hong Kong, Kowloon, Hong Kong","City University of Hong Kong"
"1094","NVIDIA, Vanderbilt University, Redmond, WA, USA","Vanderbilt University"
"1095","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1096","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1097","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1098","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1099","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1100","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1101","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1102","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1103","Research and Exploratory Development Department, Johns Hopkins University Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1104","Research and Exploratory Development Department, Johns Hopkins University Applied Physics Laboratory, Laurel, MD, USA","Johns Hopkins University"
"1105","Department of Orthopaedic Surgery, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1106","Graduate School of Information Science, Nara Institute of Science and Technology, Ikoma, Nara, Japan","Nara Institute of Science and Technology"
"1107","Department of Surgery and Perioperative Care, University of Texas, Austin, TX, USA","University of Texas"
"1108","Department of Mechanical Engineering, Johns Hopkins University, Baltimore MD, USA","Johns Hopkins University"
"1109","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1110","Department of Physical and Analytical Chemistry, University of Oviedo, Oviedo, Spain","University of Oviedo"
"1111","Department of Chemistry, University of Tennessee, Knoxville, TN, USA","University of Tennessee"
"1112","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA","University of Notre Dame"
"1113","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA","University of Notre Dame"
"1114","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, USA","University of Notre Dame"
"1115","Department of Chemistry, University of Tennessee, Knoxville, TN, USA","University of Tennessee"
"1116","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1117","Earth and Planetary Sciences, Johns Hopkins University","Johns Hopkins University"
"1118","Earth and Planetary Sciences, Johns Hopkins University","Johns Hopkins University"
"1119","Duke Global Health Institute, Duke University","Duke Global Health Institute"
"1120","Department of Chemical Biology, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1121","Department of Physical and Analytical Chemistry, University of Oviedo, Oviedo, Spain","University of Oviedo"
"1122","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1123","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1124","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1125","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1126","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1127","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1128","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1129","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1130","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1131","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1132","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1133","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1134","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
"1135","Department of Electrical and Computer Engineering, Johns Hopkins University, Baltimore, MD, USA","Johns Hopkins University"
